Gene_ID,Name,s_dmso,s_drb_1,s_flavopiridol_2,s_triptolide_3
AALF004868,,0,0,0,0
AALF004869,,3.38,4.38,1.77,4.61
AALF004870,,1.5,0,7.77,10.75
AALF004871,,44.45,73.62,60.29,82.36
AALF004872,,263.06,138.28,158.95,157.85
AALF004873,,37.53,8.06,5.49,10.99
AALF004876,,0,0,0,0
AALF004877,,0.12,0.34,0.16,0.26
AALF004878,,0.36,0.33,0,0.38
AALF004880,,44.18,90.87,78.64,54.66
AALF004881,,11.97,12.41,10.63,6.66
AALF004882,,323.75,294.73,269.66,283.14
AALF004886,,70.3,16.91,13.68,9.26
AALF004887,,6.41,5.39,3.86,2.7
AALF004888,,7.21,0,0.53,2.53
AALF004889,,82.69,89.17,104.5,93.32
AALF004898,,76.66,47.76,40.68,21.18
AALF004899,,4.09,0.8,3.35,0
AALF004901,,874.69,926.62,800.02,976
AALF004904,,23.99,23.08,15.08,18.97
AALF004905,,34.93,13.98,34,30.41
AALF004906,,0,0,0,0
AALF004907,,0.49,0.91,0,0
AALF004908,,313.24,451.63,416.86,433.62
AALF004909,mRpL23,68.37,43.26,52.53,34.53
AALF004910,,0,0,0,5.46
AALF004911,,293.14,309.28,312.7,311.82
AALF004912,,21.94,7.66,6.42,7.28
AALF004915,,8.15,4.03,1.56,5.68
AALF004917,,0.84,0,0,0
AALF004919,,0,0,0,0
AALF004920,,0,0,0,0
AALF004921,,0,0,0,0
AALF004922,,9.51,5.26,0,0
AALF004927,,10.59,29.39,38.21,27.18
AALF004928,,0,0,0,0
AALF004929,,542.07,510.44,484.85,500.06
AALF004930,,21.87,1.34,6.4,2.05
AALF004931,,45.91,17.6,16.95,4.03
AALF004932,,6.05,11.65,6.52,5.8
AALF004933,,41.13,4.42,6.33,6.96
AALF004934,,0,0,4.53,0
AALF004936,,0.52,0.23,0.19,0.05
AALF004937,,1.79,0.33,0.94,0
AALF004938,,33.97,8.37,8.82,5.04
AALF004939,,374.27,280.81,257.28,271.15
AALF004941,,5.79,1.08,1.96,3.16
AALF004943,,0,0.98,0,0
AALF004944,,0,0,0,0
AALF004945,,0,0,0,0
AALF004946,,55.15,26.3,33.14,27.78
AALF004947,,16.86,15.3,14.3,10.68
AALF004948,,125.54,91.38,97.7,107.06
AALF004949,,36.16,14.99,11.2,10.92
AALF004950,,113.63,59.73,51.56,51.34
AALF004951,,0,0,0,0
AALF004953,,955.38,589.62,584.64,472.59
AALF004955,,41.62,6.82,8.36,4.46
AALF004956,,12.21,0.72,5.7,4.15
AALF004957,,104.53,128.39,117.82,116.69
AALF004958,,40.81,30.7,20.64,23.61
AALF004959,,6.45,5.93,8.49,6.8
AALF004960,,4.49,2.09,0,0
AALF004961,,18.56,5.79,6.63,6.63
AALF004962,,0,0,0,0
AALF004964,,0,0,0,0
AALF004967,,0.61,1.13,1.21,7.42
AALF004968,,0,0,0,0
AALF004969,,10.76,0,4.56,0.81
AALF004970,,0,0,0,0
AALF004971,,0,0,0,0
AALF004972,,13.08,2.18,2.73,3.48
AALF004973,,4.59,2.33,2.38,0.76
AALF004974,,5.93,7.8,7.81,6.7
AALF004977,,16.63,19.11,18.49,19.99
AALF004979,,324.11,239.57,287.37,332.21
AALF004980,,8.66,2.15,1.32,3.86
AALF004986,,0,0,0,0
AALF004987,,3.83,1.12,2.95,0.2
AALF004988,,0,0,0,0
AALF004989,,0,0,0,0
AALF004990,,0,0,0,0
AALF004991,,0,0,0,0
AALF004992,,0,0,0,0
AALF004993,,4.64,2.44,3.49,0
AALF004994,,0,7.42,4.55,2.12
AALF004995,,0,17.73,10.54,4.12
AALF004999,,0,0,0,0
AALF005000,,11.25,3.81,10.14,4.99
AALF005001,,0,0,0,0
AALF005002,,0,0,0,0
AALF005003,,0,0,0,0
AALF005004,,0,0,0,0
AALF005005,,3.94,12.08,8.64,17.29
AALF005008,,545.5,861.4,775.15,916.93
AALF005009,,6.44,5.02,3.26,1.57
AALF005010,,50.53,31,34.28,20.98
AALF005015,,592.08,776.65,739.44,778.29
AALF005016,,29.69,4.43,2.11,3.81
AALF005017,,57.28,48.61,38.21,46.26
AALF005019,,35.14,16.59,24.94,9.14
AALF005020,,54.16,7.57,4.51,15.18
AALF005021,,259,78.58,54.34,25.37
AALF005022,mRpL3,248.14,177.78,155.13,142.91
AALF005023,,1.69,0,0,0
AALF005024,,125.47,32.29,18.01,41.37
AALF005025,,6.75,6.39,4.32,5.28
AALF005026,,23.27,5.52,3.48,8.09
AALF005027,,36.75,16.7,13.74,17.22
AALF005028,,0.14,0.08,0.25,0.52
AALF005029,,54.95,24.63,28.19,35.73
AALF005030,,17.32,6.14,9.24,2.75
AALF005036,,0,0,0,0.32
AALF005038,,95.24,37.85,37.06,26.62
AALF005039,,0,0,0,0
AALF005040,,4.96,1.35,0.45,0
AALF005041,,0,0,0,1.11
AALF005042,,0,0,0,0
AALF005043,,0,0,0,0
AALF005044,,0,0,0,0
AALF005045,,1.63,0.75,2.14,0.86
AALF005046,,0,0,0,0
AALF005047,,167.27,312.44,238.74,97.27
AALF005048,,0.56,0,0,0.59
AALF005050,,35.22,19.88,28.11,23.57
AALF005051,,0,0,2.14,1.71
AALF005052,,56.39,20.19,10.62,18.12
AALF005053,,134.87,39.57,59.61,48.66
AALF005055,,0,0,0,0
AALF005056,,0,0,0,0
AALF005057,,0,0,0,0
AALF005058,,0,0,0,0
AALF005059,,3.05,4.99,1.79,3.93
AALF005060,,0,0,0,0.8
AALF005061,,0,0.08,0.05,0
AALF005065,,17.03,9.85,20.5,4.62
AALF005066,,7.69,2.6,2.7,1.08
AALF005067,,64.75,8.05,4.61,12.91
AALF005068,,80.1,52.15,76,75.63
AALF005069,,93.21,51.68,49.31,38.25
AALF005070,,11.73,3.16,0,0
AALF005072,,0,0,0,0
AALF005073,,0,0,0,0
AALF005074,,0,0,0,0
AALF005075,,13.62,4.51,0,1.15
AALF005082,,0,0,0,0
AALF005083,,13,3.4,2.39,2.9
AALF005084,,15.15,10.75,15.94,7.02
AALF005085,,2.29,0.35,1.76,0.2
AALF005086,mRpL2,116.26,55.34,93.28,88.74
AALF005087,,89.09,66.62,86.53,79.82
AALF005088,,49.05,8.99,14.51,8.54
AALF005089,,99.51,13.52,12.9,10.94
AALF005090,,2.28,3.15,1.5,6.01
AALF005091,,12.56,9.38,14.7,11.02
AALF005092,,0,0,0,0
AALF005095,,0,0,0,1.96
AALF005096,,0,0,0,0
AALF005099,,0,0,0,0
AALF005100,,0,0,0,0
AALF005101,,0,0,0,0
AALF005102,,2.51,1.15,0,0
AALF005103,,317.21,217.17,189.78,217.12
AALF005104,,5.77,1.77,3.8,2.03
AALF005105,,3.26,3.62,5.99,4.17
AALF005106,,6.16,1.89,3.62,0
AALF005110,,12.35,2.56,4.07,3.26
AALF005111,,587.1,797.43,800.76,826.67
AALF005112,,51.93,12.6,17.29,10.83
AALF005113,,0,0,0.36,0.87
AALF005114,,0,0,0.55,0
AALF005115,,0,0,0,0
AALF005116,,0,0,0,0
AALF005117,,0,0,0,0
AALF005118,,0,0,0,0
AALF005120,,3.31,1.14,1.09,1.31
AALF005121,,4.88,0.41,0,0
AALF005122,,13.4,0.62,0,0
AALF005123,,88.82,28.7,32.15,10.01
AALF005124,,108.66,107.32,111.69,122.91
AALF005130,,4.28,1.18,4.51,0.45
AALF005131,,0,0,0,0
AALF005132,,12.94,9.53,1.7,6.14
AALF005133,,16.55,7.59,12.49,6.02
AALF005134,,26.37,11.63,9.93,11.84
AALF005135,,0,0.51,0,0
AALF005136,,0,0,0,0
AALF005137,,0.39,0,0,0
AALF005138,,0,0,0,0
AALF005139,,0,0,0,0
AALF005140,,2.79,4.74,0.97,2.3
AALF005141,,5.31,2.12,2.59,1.63
AALF005143,,1042.06,1012.56,857.81,991.35
AALF005144,,129.57,66.67,104.71,93.73
AALF005145,,6.34,0.83,1.19,0.95
AALF005147,,0,0,0,0
AALF005148,,0,0,0,0
AALF005150,,19.72,4.67,7.41,2.96
AALF005151,,0.92,2.27,0,0.97
AALF005152,,7.7,0.54,0.84,0.53
AALF005153,,0.39,0.23,0.8,0.2
AALF005154,,65.34,20.73,28.54,34.18
AALF005155,,52.72,14.6,22.25,0
AALF005156,,297.63,184.29,173.93,177.8
AALF005158,,1.43,0.88,0,0.5
AALF005159,,0,0,0,0
AALF005162,,0,0,0,0
AALF005163,,0,0,0,0
AALF005164,,0,0,0,0
AALF005165,,1.5,0,0,0
AALF005166,,0,0,0,0
AALF005175,,1.16,13.83,10.65,13.4
AALF005176,,5.54,1.08,1.58,0.29
AALF005177,,0,1.3,0,7.45
AALF005178,,9.13,6.1,2.74,5.78
AALF005181,,0,0,0,0
AALF005182,,0,0,0,0
AALF005186,,87.68,41.61,49.08,9.14
AALF005187,,17.77,0.75,2.52,0
AALF005194,,0,0,0,0.32
AALF005195,,56.87,28.89,28.81,26.06
AALF005198,,0,0,0,0
AALF005199,,0,0,0,0
AALF005200,,0,0,0,0
AALF005201,,0,0,0,0
AALF005202,,0.74,2.73,0,0.78
AALF005203,,0,0,0,0
AALF005204,,458.43,272.1,289.2,309.16
AALF005205,,96.13,25.05,57.14,52.01
AALF005206,,8.92,11.11,17.29,11.62
AALF005207,,11.24,16.26,21.96,10.45
AALF005208,,27.39,14.86,13.45,17.62
AALF005209,,0,0.72,0,0
AALF005213,,0,0,0,0
AALF005214,,2.39,5.39,7.13,7.83
AALF005215,,0,0.81,0,0
AALF005216,,0,0,0,0
AALF005217,,10.25,30.29,32.76,34.57
AALF005218,,15.23,62.85,54.65,85.01
AALF005219,,0,0,0,0
AALF005220,,0,0,0,0
AALF005221,,0,0,0,0
AALF005227,,0,0,0,0
AALF005228,,19.1,3.45,12,12.52
AALF005233,,0,0,0,0
AALF005234,,0,0,0,0
AALF005235,,10.33,0,0.97,2.72
AALF005236,,1.98,1.71,1.22,0
AALF005243,,48.49,47.37,52.07,32.24
AALF005244,,94.75,64.67,72.24,79.32
AALF005245,,127.58,173.62,185.28,166.13
AALF005246,,88.2,26.26,18.22,33.27
AALF005247,,48.79,13.93,14.09,14.57
AALF005248,,26.98,25.13,25.48,3.1
AALF005249,,0,0,0,7.39
AALF005250,,0,0,0,0
AALF005251,,3.06,1.02,1.54,0.98
AALF005252,,0,0,0,0
AALF005253,,56.56,24.32,65.11,57.9
AALF005254,,10.01,0.54,5.43,1.24
AALF005255,,5.03,0.82,3.9,1.56
AALF005256,,25.89,21.49,14.04,10.7
AALF005257,,78.93,39.84,40.24,55.02
AALF005258,,1.29,4.76,0,5.46
AALF005260,,0,0,0,0
AALF005265,,3.78,1.16,1.66,0
AALF005266,,46.52,31.84,28.72,26.66
AALF005267,,21.42,3.64,4.63,4.22
AALF005268,,40.28,9.27,15.05,10.59
AALF005269,,0,0,0,0
AALF005270,,60.34,15.29,12.17,23.99
AALF005271,,46.67,23.8,17.44,27.26
AALF005275,,0.17,0.48,0,0
AALF005276,,0,0.8,0,0
AALF005277,,0,0.91,0,0
AALF005278,,1.39,0,0.92,0
AALF005279,,0.78,0.36,1.03,3.29
AALF005280,,0,0.13,0,0
AALF005282,,2.27,1.04,0,0.6
AALF005285,,6.51,1.16,2.77,1.26
AALF005286,,0,0,0,0
AALF005287,,0,0,0,0
AALF005288,,6.93,4.79,4.57,5.48
AALF005289,,0,0,0,0
AALF005290,,0,0,0,0
AALF005291,,0,0,0,0
AALF005293,,1.23,3.28,1.62,1.95
AALF005294,,0.27,0,0.35,0.28
AALF005297,,3.2,0,0,0
AALF005303,,14.73,2.39,5.71,6.39
AALF005304,,223.87,217.48,220,236.78
AALF005306,,4.85,3.27,2.34,0.94
AALF005307,,1.38,0,0,0
AALF005309,,4.04,3.72,2.66,2.13
AALF005310,,1.54,1.12,0.26,0.47
AALF005311,,0.74,0.65,0.57,0.18
AALF005312,,19.41,4.35,2.77,2.22
AALF005313,,0,0,0,0.59
AALF005314,,15.21,8.74,10.82,5.33
AALF005315,,144.56,36.63,30.73,28.93
AALF005316,,3.1,2.85,0,4.35
AALF005318,,8.51,3.91,6.19,5.66
AALF005319,,0.4,0.2,0.16,0
AALF005320,,53.21,22.68,26.59,22.6
AALF005321,,0.33,0.91,0,0
AALF005322,,0,0,0,0
AALF005323,,0,0,0,0
AALF005329,,0,0,0,0
AALF005330,,0,0.28,0,0
AALF005332,,337.77,285.99,325.63,294.79
AALF005334,,5.74,6.77,5.2,2.65
AALF005335,,1.69,3.1,3.33,0.89
AALF005336,,145.9,56.95,45.61,64.63
AALF005337,,255.65,283.07,273.56,239.99
AALF005338,,1.83,1.17,1.86,1.65
AALF005340,,288.12,97.41,89.06,66.62
AALF005354,,86.58,27.01,21.26,22.68
AALF005355,,8.57,3.65,5.94,0.49
AALF005356,,1161.35,1494.24,1355.57,1387.51
AALF005357,,34.24,18.36,24.33,25.7
AALF005358,,122.86,79.05,74.46,61.88
AALF005359,,19.17,12.77,15.67,8.36
AALF005360,,0,0.2,0,0
AALF005361,,0,0,0,0
AALF005362,,222.34,123.02,128.91,119.26
AALF005365,,3.47,0,1.52,3.65
AALF005366,,2.95,0.9,1.29,2.42
AALF005368,,0,0,0,0
AALF005369,,14.73,1.43,0,3.27
AALF005370,,0,0,0,0
AALF005371,,0,0,0,0
AALF005372,,1.32,0,1.73,5.31
AALF005374,,3.81,0,1.25,1
AALF005375,,56.33,34.56,24.26,30.99
AALF005376,,326.96,268.09,249.83,266.59
AALF005377,,1.28,0.62,0.37,0.3
AALF005379,,37.54,16.37,18.21,6.57
AALF005380,,0.42,0,0,0
AALF005389,,0,0,0,0
AALF005390,,21.14,3.8,0,0
AALF005391,,71.75,25.77,13.83,20.29
AALF005392,,89.04,22.7,11.39,10.8
AALF005393,,22.03,1.73,8.64,1.48
AALF005394,,0.02,0.06,0.09,0.09
AALF005395,,10.46,4,1.07,0.29
AALF005396,,0,0,0,0
AALF005397,,32.9,11.47,9.14,8.73
AALF005398,,0,0,0,0
AALF005399,,2.25,2.66,3.64,3.18
AALF005400,,1.11,2.02,1.39,0.41
AALF005401,,6.61,11.86,10.86,10.53
AALF005402,,0,0,0,0
AALF005407,,0,0,0,0
AALF005408,,0,0,0,0.31
AALF005410,,0.51,0,0,0
AALF005411,,9.09,11.6,6.95,1.85
AALF005414,,3.23,0.98,1.57,0.99
AALF005415,,1.2,1.38,1.58,0.57
AALF005416,,0,0.83,0,0
AALF005417,,8.8,3.57,1.24,0.22
AALF005418,,120.53,100.05,105.83,122.68
AALF005419,,64.7,14.46,8.87,8.28
AALF005420,,0,0,0,0
AALF005421,,6.77,1.23,2.15,0.72
AALF005422,,0,0,0,0
AALF005424,,1245.15,1252.24,1763.86,1628.51
AALF005426,,0,0,0,0.7
AALF005427,,41.36,14.82,19.54,4.66
AALF005428,,0,0,0,0.19
AALF005429,,56.64,18.18,28.62,2.08
AALF005431,,1.7,3.62,0.89,0.92
AALF005432,,10.58,4.55,4.81,4.63
AALF005437,,0,7.06,5.86,0.26
AALF005438,,0,0,0,0
AALF005439,,48.53,44.67,25.4,37.53
AALF005441,,8.86,2.01,2.49,1.03
AALF005443,,254.15,408.45,355.57,379.28
AALF005446,Osi19,0,0,0,0
AALF005450,,0,0,0,0
AALF005451,,0,0,0.7,0
AALF005453,,20.65,24.18,8.55,10.9
AALF005457,,0,0,0,0
AALF005458,,0,0,0,0
AALF005459,,0,0,0,0
AALF005460,,0,0,0,0
AALF005465,,0.59,5.42,5.43,4.35
AALF005467,,0.9,0,0,0
AALF005470,,0,0,0,0
AALF005471,RpS21,921.79,1710.72,1512.85,1628.02
AALF005472,,28.78,4,1.32,1.06
AALF005473,,0,0,0,0.17
AALF005474,,40.15,13.05,11.28,7.93
AALF005475,,92.79,4.7,0.56,6.08
AALF005476,,70.5,9.98,6.22,6.35
AALF005477,,16.03,14.23,9.25,10.84
AALF005479,,2.12,0.78,0,4.47
AALF005480,,0,0,0,0
AALF005485,,0,0,0,0
AALF005486,,0,0,0,0
AALF005487,,0,0,0,0
AALF005488,,0,0,0,0
AALF005491,,18.51,7.91,6.09,6.62
AALF005493,,0.22,1.13,0.9,0
AALF005494,,30.08,3.18,11.47,7.89
AALF005495,,2.72,2.15,0,1.23
AALF005496,,0,0,0,0
AALF005498,,0,0,0,0
AALF005499,,0,0,0,0
AALF005501,,15.42,5.95,7.25,9.21
AALF005502,,3.9,1.59,1.2,1.22
AALF005503,,0,17.66,25.56,0
AALF005504,,3.84,0,0,1.22
AALF005506,,47.47,66.77,82.38,92.89
AALF005507,,7.3,1.57,1.4,0.91
AALF005508,,0,0,1.21,0
AALF005512,,15.84,7.45,6.08,11.2
AALF005513,,162.91,93.45,58.67,89.66
AALF005515,,68.01,64.22,50.74,57.05
AALF005516,,64.87,16.39,16.01,7.01
AALF005517,,38.4,16.18,26.13,25.79
AALF005518,,121.24,142.73,122.15,157.23
AALF005519,,0,0.55,0,0.22
AALF005523,,3.95,2.36,2.13,6.66
AALF005527,,5.48,0,0,0
AALF005529,Prosalpha1,653.78,627.37,620.12,562.87
AALF005530,,75.91,35.47,43.07,19.7
AALF005533,,0.12,0.15,0.05,0.03
AALF005534,,1.75,1.93,0,0.74
AALF005535,,0.94,0,0,0.33
AALF005537,,0,0,0,0
AALF005538,,0,0,0,0
AALF005540,,14.65,0.36,0,0.42
AALF005541,,254.05,322.84,327.25,345.54
AALF005542,,7.25,7.79,2.39,1.91
AALF005543,,0,0,0.46,0
AALF005550,,0,0,0,0
AALF005551,,0,0,0,0
AALF005553,,0,0,0,0
AALF005554,,16.61,5.52,7.05,6.28
AALF005555,,19.06,11.13,4.05,9.71
AALF005559,,30.59,14.84,17.91,17.09
AALF005562,,3.57,0,0,0
AALF005565,,0,0,0,0
AALF005566,,0,0,0,0
AALF005567,,0,0.91,0,0
AALF005568,,1482.49,2356.51,2311.87,2201.85
AALF005570,,0,0,1.97,0
AALF005571,,0,0,0,0
AALF005572,,0,0,0,0
AALF005573,,0,0,0,0
AALF005574,,0,0,0,0
AALF005575,,0,0,0,0
AALF005579,,0.51,1.1,0,0
AALF005580,,0,0,9.95,0
AALF005581,,0,1.25,0,0
AALF005582,,95.4,31.06,22.82,41.74
AALF005583,,121.81,89.68,82.41,69.48
AALF005587,,78.03,106.56,64.64,71.63
AALF005588,,81.83,20,18.25,11.49
AALF005589,,0,0,0,0
AALF005591,,0,9.31,2.22,1.78
AALF005593,,5.83,1.79,2.56,3.07
AALF005594,,22.1,10.78,7.28,7.49
AALF005596,,14.53,11.76,15.06,6.52
AALF005597,,0,0,0,0
AALF005598,,0,1.3,0,0.81
AALF005601,,15.79,8.24,3.47,2.77
AALF005607,,0,0,0,0
AALF005609,,0.34,0.47,0,0
AALF005611,,1.13,2.07,4.45,2.38
AALF005612,,0.1,0.18,0.92,1.26
AALF005613,,0,0,5.19,0
AALF005614,,0.52,0.82,0,0.56
AALF005616,,0,0,1.58,0
AALF005617,,1.33,0,0,2.1
AALF005620,,0,0.78,1.11,0.89
AALF005630,,0,0,0,0
AALF005632,,0,1.41,0,0
AALF005634,,18.65,10.51,9.17,10.27
AALF005635,,1.78,1.64,0,1.88
AALF005636,,25.34,12.13,0,3.21
AALF005637,,40.94,25.62,31.77,44.91
AALF005641,,3.14,5.54,5.63,6.53
AALF005642,,8.17,5.57,5.18,6.38
AALF005643,,10.3,0.8,1.2,0
AALF005644,,95.11,121.11,123.4,124.25
AALF005645,,0.28,0.53,0.49,0.2
AALF005646,,0,0.3,0,0
AALF005647,,1.9,0.54,0,0.62
AALF005648,,38.13,50.16,68.53,89.18
AALF005650,,123.69,14.23,19.62,11.26
AALF005651,,0,2.4,0.86,2.07
AALF005656,,0.75,0,0,0
AALF005658,,7.39,0.97,0,0
AALF005659,,22.7,12.61,10.08,5.93
AALF005660,,3.17,0,1.39,0
AALF005661,,22.62,6.99,6.57,6.57
AALF005662,,1.58,0,1.04,0.83
AALF005663,,45.4,21.88,22.78,9.11
AALF005664,,0,1.11,0,0
AALF005665,,0,0,0,0
AALF005666,,1.47,1.59,0,1.26
AALF005667,,12.7,0,0,0
AALF005669,,12.75,1.87,0,4.4
AALF005670,,1.27,0,0,0
AALF005672,,115.62,84.4,78.03,82.87
AALF005678,,0.29,2.32,0.65,2.59
AALF005679,,0,0,0,0
AALF005680,,0,0,0,0
AALF005681,,41.25,34.51,44.45,43.48
AALF005682,,26.25,32.21,34.57,25.82
AALF005683,,122.5,145.26,152.02,161.4
AALF005684,,0,0,0,0
AALF005685,,10.76,2.29,2.18,0
AALF005686,,0,2.04,0,1.37
AALF005687,,0,0,0,0
AALF005688,,0,0,0,0
AALF005689,,0,0,0,0
AALF005690,,5.93,1.39,0.79,0
AALF005691,,106.58,10.9,10.14,9.36
AALF005692,,131.25,48.32,57.62,78.39
AALF005693,,37.86,38.69,37.96,39.36
AALF005696,,46.53,11.84,12.76,1.51
AALF005697,,239.36,248.65,201.84,63.28
AALF005698,,27.64,26.03,18.48,6.6
AALF005699,,0,0,0,0
AALF005701,,0,0,0,0
AALF005704,,6.55,0,0.62,1.97
AALF005707,,15.89,4.77,3.64,2.55
AALF005708,,0.69,2.51,2.76,2.74
AALF005709,,43.79,46.84,44.85,10.65
AALF005710,,4.58,1.3,2.79,0.74
AALF005711,,39.68,27.31,24.01,4.52
AALF005712,,2.63,1.67,2.26,3.2
AALF005716,,0,0,0,0
AALF005720,,149.54,199.18,193.4,178.68
AALF005721,,0,0.9,0.32,0.51
AALF005724,,33.29,2.3,1.87,0.94
AALF005725,,0,0,0,0
AALF005726,,1.63,1.5,4.3,4.3
AALF005728,,5.64,6.87,8.27,7.86
AALF005730,,0,0,0,0
AALF005731,,1.09,1.2,0,0.29
AALF005734,,9.45,0.77,4.02,0
AALF005736,,0,0,0,0
AALF005737,,435.1,571.19,612.83,664.54
AALF005738,,43.29,28.85,31.44,8.71
AALF005739,,0.7,0,0,0
AALF005740,,0,0,0,0
AALF005741,,2.76,0.71,0.4,0
AALF005742,,0,0,0,0
AALF005743,,2.42,4.76,2.77,2.9
AALF005744,,1.55,2.49,2.04,0
AALF005745,,0.38,2.25,2.64,1.25
AALF005746,,210.35,96.97,155,119.28
AALF005747,,0,8.63,4.91,1.22
AALF005748,,140.88,64.99,61.59,61.41
AALF005749,,6.33,5.29,5.49,0.72
AALF005750,,0,0,0,0
AALF005751,,0,0,0,0
AALF005752,,128.62,67.64,127.91,77.47
AALF005753,,5.33,0,4.7,1.25
AALF005754,,0,0,0,1.54
AALF005757,,58.4,27.15,25.51,21.67
AALF005760,,26.76,7.39,15.86,3.76
AALF005761,,1.03,0,0,0
AALF005762,,56.79,5.92,9.88,10.16
AALF005763,,53.14,23.06,10.81,8.2
AALF005764,,0,0,0,0
AALF005765,,102.86,89.15,151.25,144.73
AALF005766,,0,0,0,0
AALF005767,,0,0,0,0
AALF005768,,1.28,0,0,0
AALF005769,,0,0,0,0
AALF005772,,0,0,0,0
AALF005775,,0,0,0.83,0
AALF005777,,7.09,1.04,1.87,0.9
AALF005780,,0,0,0,0
AALF005781,,0.74,0.91,0.98,0.79
AALF005785,,0,0.79,0.56,0
AALF005789,,2.58,2.37,1.6,1.44
AALF005791,,25.16,28.04,27.31,27.67
AALF005792,,4.34,2.22,3.18,2.54
AALF005796,,6.61,5.78,12.86,16.74
AALF005804,,0.16,0.15,0.1,0.14
AALF005807,,113.7,77.01,89.17,88.2
AALF005809,,0,0,0,0.39
AALF005810,,49.31,12.75,14.24,12.46
AALF005811,,1.15,0,0,0.3
AALF005815,,631.72,772.1,747.19,807.93
AALF005816,,401.64,212.51,201.31,239.38
AALF005817,,223.97,139.66,138.46,137.79
AALF005819,,63.47,31.75,26.8,27.63
AALF005820,,17.21,4.66,2.67,5.87
AALF005821,,0.71,0,0,0
AALF005822,,0,4.16,0,4.76
AALF005823,,4.35,0,0,0
AALF005824,,0.45,0.25,0.18,0.14
AALF005828,,0,0,0,0
AALF005829,,0,0,0.56,0
AALF005832,,0,0,0,0
AALF005835,,1.22,0,0,0
AALF005836,,2.96,3.84,4.84,3.78
AALF005838,,0.13,0.04,0.13,0.05
AALF005839,,1.09,0,1.44,0
AALF005840,,2.39,1.83,0.79,1.17
AALF005841,,0,0,0,0
AALF005842,,1.53,0.24,0.71,0.57
AALF005843,,0,0,0,0
AALF005848,,0.06,0.1,0.07,0
AALF005849,,18.69,11.94,7.53,4.34
AALF005853,,0.16,0.14,0,0
AALF005854,,0,0,0,0
AALF005855,,0,0,0,0
AALF005860,,0,0,1.02,0
AALF005862,,4.7,2.47,2.74,1.7
AALF005863,,0,0,0,0
AALF005864,,1.85,0.73,0.35,0.84
AALF005865,,24.96,5.23,6.66,5.33
AALF005868,,0,1.84,2.63,6.32
AALF005876,,27.93,6.07,10.73,5.72
AALF005880,,359.75,217.62,193.47,192.75
AALF005882,,0,0,0,0
AALF005883,,4.84,1.78,0,0
AALF005884,,0,0,0.93,0.45
AALF005885,,65.4,44.68,45.18,41.23
AALF005886,,4.3,1.98,1.7,0
AALF005887,,0,0,0,0
AALF005888,,1219.54,803.27,780.68,742.11
AALF005889,,48.15,12.22,19.68,11.08
AALF005890,,0,0.44,0.64,0
AALF005891,,0,0,0.62,0
AALF005894,,90.05,32.26,27.03,32.13
AALF005895,,0,0,0,0
AALF005903,,10.3,23.84,15.84,9.02
AALF005904,,5.48,3.36,7.21,5.77
AALF005906,,1.69,2.34,0,0
AALF005911,,0,0,0,0
AALF005912,,0,0,0,0
AALF005913,,108.29,116.84,115.28,129.45
AALF005914,,0.39,0.36,1.54,0
AALF005915,,2.37,0,0,2.45
AALF005916,,4.13,3.33,2.72,3.27
AALF005917,,13.86,2.49,2.39,0.26
AALF005918,,0,0,0,0
AALF005919,,0,1.3,0,0
AALF005920,,60.86,29.37,18.83,3.1
AALF005921,,140.23,20.35,39.42,43.65
AALF005922,,0,0,0,0
AALF005923,,56.38,34.19,23.59,30.07
AALF005924,,433.96,618.87,556.08,556.3
AALF005925,,0,0,0,0
AALF005927,,0,0,0,0
AALF005928,,0,0,0,0
AALF005929,,0,0,0,0
AALF005930,,0,0,0,0
AALF005931,,23.36,7.51,9.27,10.45
AALF005932,,18.09,1.97,2.82,4.77
AALF005935,,0,0,0,0
AALF005936,,0.39,0,0,1.12
AALF005937,,9.99,5.61,2.41,1.65
AALF005938,,1.16,0.57,1.74,1.78
AALF005940,,0,0,0,0
AALF005942,,1.5,0,0,0
AALF005946,,0,0,0,0
AALF005947,,0,0,0,0
AALF005951,,0,0,0,0
AALF005952,,0,0,0,0
AALF005953,,11.25,5.93,2.25,2.55
AALF005954,,10.36,5.09,2.53,0
AALF005955,,58.67,15.87,22.26,12.06
AALF005956,,0,0,0,0
AALF005957,,0,0,0,0
AALF005961,,3.92,6.43,10.68,7.66
AALF005967,,5.13,4.05,6.76,7.73
AALF005968,,1.5,0,0.28,0
AALF005970,,0,0,0,0
AALF005971,,8.55,10.29,4.95,8.42
AALF005972,,0,0,0,0.43
AALF005974,,30.52,54.63,39.21,52.67
AALF005975,,8.82,5.63,4.19,1.9
AALF005976,,1.42,1.31,0,0
AALF005977,,0.63,0,0,0
AALF005978,,1.39,0.49,2.6,0
AALF005981,,90.04,38.47,44.16,40.19
AALF005982,,4.26,3.92,0,2.24
AALF005983,,0.82,0,0.3,0
AALF005984,,30.54,18.9,14.56,11.1
AALF005985,,73.02,26.65,29.2,31.3
AALF005986,,22.62,36.16,37.63,34.72
AALF005992,,0,3.37,1.28,0
AALF005993,,0,4.11,1.96,0
AALF005995,,0,2.62,0,0
AALF005996,,1.04,0.22,1.36,3.86
AALF005998,,2.77,1.66,1.15,0
AALF005999,,60.42,39.65,32.47,43.12
AALF006004,,0,0,0,0
AALF006005,,0,0,0,0
AALF006006,,193.32,34.06,33.61,49.76
AALF006007,,0,0,0,0
